Step,Page,Hit,Miss,Hits,Misses
1,7,false,true,0,1
2,1,false,true,0,2
3,3,false,true,0,3
4,15,false,true,0,4
5,4,false,true,0,5
6,9,false,true,0,6
7,12,false,true,0,7
8,3,false,true,0,8
9,13,false,true,0,9
10,13,true,false,1,9
11,11,false,true,1,10
12,9,false,true,1,11
