Step,Page,Hit,Miss,Hits,Misses
1,8,false,true,0,1
2,15,false,true,0,2
3,10,false,true,0,3
4,7,false,true,0,4
5,6,false,true,0,5
6,15,true,false,1,5
7,5,false,true,1,6
8,9,false,true,1,7
9,15,true,false,2,7
10,1,false,true,2,8
11,8,true,false,3,8
12,8,true,false,4,8
