Step,Page,Hit,Miss,Hits,Misses
1,13,false,true,0,1
2,11,false,true,0,2
3,13,true,false,1,2
4,11,true,false,2,2
5,10,false,true,2,3
6,1,false,true,2,4
7,11,false,true,2,5
8,1,true,false,3,5
9,1,true,false,4,5
10,6,false,true,4,6
11,7,false,true,4,7
12,3,false,true,4,8
