Step,Page,Hit,Miss,Hits,Misses
1,10,false,true,0,1
2,5,false,true,0,2
3,12,false,true,0,3
4,12,true,false,1,3
5,5,true,false,2,3
6,11,false,true,2,4
7,8,false,true,2,5
8,14,false,true,2,6
9,11,true,false,3,6
10,7,false,true,3,7
11,9,false,true,3,8
12,15,false,true,3,9
