Step,Page,Hit,Miss,Hits,Misses
1,13,false,true,0,1
2,9,false,true,0,2
3,6,false,true,0,3
4,14,false,true,0,4
5,6,true,false,1,4
6,7,false,true,1,5
7,9,true,false,2,5
8,4,false,true,2,6
9,5,false,true,2,7
10,11,false,true,2,8
11,12,false,true,2,9
12,12,true,false,3,9
