Step,Page,Hit,Miss,Hits,Misses
1,9,false,true,0,1
2,11,false,true,0,2
3,14,false,true,0,3
4,6,false,true,0,4
5,3,false,true,0,5
6,4,false,true,0,6
7,1,false,true,0,7
8,7,false,true,0,8
9,7,true,false,1,8
10,14,true,false,2,8
11,3,false,true,2,9
12,10,false,true,2,10
