Step,Page,Hit,Miss,Hits,Misses
1,14,false,true,0,1
2,14,true,false,1,1
3,3,false,true,1,2
4,10,false,true,1,3
5,12,false,true,1,4
6,13,false,true,1,5
7,8,false,true,1,6
8,10,true,false,2,6
9,6,false,true,2,7
10,14,true,false,3,7
11,7,false,true,3,8
12,5,false,true,3,9
