Step,Page,Hit,Miss,Hits,Misses
1,10,false,true,0,1
2,10,true,false,1,1
3,4,false,true,1,2
4,15,false,true,1,3
5,3,false,true,1,4
6,6,false,true,1,5
7,15,true,false,2,5
8,10,true,false,3,5
9,12,false,true,3,6
10,14,false,true,3,7
11,7,false,true,3,8
12,10,true,false,4,8
