Step,Page,Hit,Miss,Hits,Misses
1,9,false,true,0,1
2,9,true,false,1,1
3,13,false,true,1,2
4,6,false,true,1,3
5,7,false,true,1,4
6,7,true,false,2,4
7,10,false,true,2,5
8,14,false,true,2,6
9,13,true,false,3,6
10,12,false,true,3,7
11,10,true,false,4,7
12,10,true,false,5,7
