Step,Page,Hit,Miss,Hits,Misses
1,11,false,true,0,1
2,8,false,true,0,2
3,7,false,true,0,3
4,8,true,false,1,3
5,8,true,false,2,3
6,6,false,true,2,4
7,6,true,false,3,4
8,13,false,true,3,5
9,10,false,true,3,6
10,12,false,true,3,7
11,5,false,true,3,8
12,3,false,true,3,9
