Step,Page,Hit,Miss,Hits,Misses
1,14,false,true,0,1
2,7,false,true,0,2
3,2,false,true,0,3
4,8,false,true,0,4
5,5,false,true,0,5
6,1,false,true,0,6
7,13,false,true,0,7
8,10,false,true,0,8
9,12,false,true,0,9
10,7,true,false,1,9
11,2,true,false,2,9
12,2,true,false,3,9
