Step,Page,Hit,Miss,Hits,Misses
1,14,false,true,0,1
2,8,false,true,0,2
3,6,false,true,0,3
4,5,false,true,0,4
5,13,false,true,0,5
6,4,false,true,0,6
7,12,false,true,0,7
8,1,false,true,0,8
9,5,true,false,1,8
10,1,true,false,2,8
11,9,false,true,2,9
12,1,true,false,3,9
